handle,name,city,ig_score,google_rating,dm_icebreaker,dm_followup,dm_soft,card_path
@monoabe_music,Abraham,Berlin,64,4,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Abraham war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 64/100 (5 Punkte über dem Ø Berlin Bar & Lounge).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.3x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Abraham war dabei.

Euer Instagram Score liegt bei 64/100. Das ist über dem Ø Berlin Bar & Lounge (58.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/monoabe_music.png
@jederzeit_berlin,COFFEE ☕️ | BRUNCH 🥞 | DESSERT 🍰 | BAR 🍸,Berlin,34,4.2,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und COFFEE ☕️ | BRUNCH 🥞 | DESSERT 🍰 | BAR 🍸 war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 34/100 (13 Punkte Potenzial bis zum Ø Berlin Café & Kaffee).

Größter Hebel den wir gesehen haben: kaum Reels (8% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und COFFEE ☕️ | BRUNCH 🥞 | DESSERT 🍰 | BAR 🍸 war dabei.

Euer Instagram Score liegt bei 34/100. Der Ø Berlin Café & Kaffee liegt bei 47.4/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/jederzeit_berlin.png
@umami_restaurants,UMAMI Restaurants,Berlin,49,4.5,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und UMAMI Restaurants war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 49/100 (2 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.1x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und UMAMI Restaurants war dabei.

Euer Instagram Score liegt bei 49/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/umami_restaurants.png
@oliveto.berlin,Oliveto 🇮🇹,Berlin,64,5,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Oliveto 🇮🇹 war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 64/100 (13 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.1x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Oliveto 🇮🇹 war dabei.

Euer Instagram Score liegt bei 64/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/oliveto.berlin.png
@cochuberlin,Co Chu Berlin,Berlin,41,4.6,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Co Chu Berlin war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 41/100 (10 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (8% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Co Chu Berlin war dabei.

Euer Instagram Score liegt bei 41/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/cochuberlin.png
@tavernaathene,Taverna Athene,Berlin,78,4.6,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Taverna Athene war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 78/100 (27 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.2x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Taverna Athene war dabei.

Euer Instagram Score liegt bei 78/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/tavernaathene.png
@pizza.storia.berlin,Storia,Berlin,48,4.8,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Storia war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 48/100 (19 Punkte Potenzial bis zum Ø Berlin Fast Food & Imbiss).

Größter Hebel den wir gesehen haben: kaum Reels (17% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Storia war dabei.

Euer Instagram Score liegt bei 48/100. Der Ø Berlin Fast Food & Imbiss liegt bei 66.7/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/pizza.storia.berlin.png
@gaffelhausberlin,Gaffel Haus Berlin - Das Kölsche Konsulat in Berlin,Berlin,64,4.5,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Gaffel Haus Berlin - Das Kölsche Konsulat in Berlin war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 64/100 (13 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.5x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Gaffel Haus Berlin - Das Kölsche Konsulat in Berlin war dabei.

Euer Instagram Score liegt bei 64/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/gaffelhausberlin.png
@vincentpianobar,Vincent Piano Bar & Grill,Berlin,31,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Vincent Piano Bar & Grill war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 31/100 (28 Punkte Potenzial bis zum Ø Berlin Bar & Lounge).

Größter Hebel den wir gesehen haben: Bio-Link fehlt.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Vincent Piano Bar & Grill war dabei.

Euer Instagram Score liegt bei 31/100. Der Ø Berlin Bar & Lounge liegt bei 58.7/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/vincentpianobar.png
@bellboy.berlin,Bellboy Berlin,Berlin,71,4.5,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Bellboy Berlin war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 71/100 (12 Punkte über dem Ø Berlin Bar & Lounge).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Bellboy Berlin war dabei.

Euer Instagram Score liegt bei 71/100. Das ist über dem Ø Berlin Bar & Lounge (58.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/bellboy.berlin.png
@laginorestaurant,La Gino Restaurant,Berlin,85,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und La Gino Restaurant war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 85/100 (34 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und La Gino Restaurant war dabei.

Euer Instagram Score liegt bei 85/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/laginorestaurant.png
@laesperanza_berlin,La Esperanza “Tapas Bar”,Berlin,56,4.8,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und La Esperanza “Tapas Bar” war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 56/100 (3 Punkte Potenzial bis zum Ø Berlin Bar & Lounge).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und La Esperanza “Tapas Bar” war dabei.

Euer Instagram Score liegt bei 56/100. Der Ø Berlin Bar & Lounge liegt bei 58.7/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/laesperanza_berlin.png
@thelegacyfrankfurt,The Legacy Bar & Grill,Frankfurt am Main,48,4.3,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und The Legacy Bar & Grill war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 48/100 (2 Punkte Potenzial bis zum Ø Frankfurt am Main Bar & Lounge).

Größter Hebel den wir gesehen haben: kaum Reels (17% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und The Legacy Bar & Grill war dabei.

Euer Instagram Score liegt bei 48/100. Der Ø Frankfurt am Main Bar & Lounge liegt bei 50/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/thelegacyfrankfurt.png
@delhi6.berlin,Delhi 6 Indische Restaurant,Berlin,56,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Delhi 6 Indische Restaurant war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 56/100 (5 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (8% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Delhi 6 Indische Restaurant war dabei.

Euer Instagram Score liegt bei 56/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/delhi6.berlin.png
@saravanaabhavanberlin,Saravanaa Bhavan,Berlin,49,4.6,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Saravanaa Bhavan war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 49/100 (2 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (8% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Saravanaa Bhavan war dabei.

Euer Instagram Score liegt bei 49/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/saravanaabhavanberlin.png
@aratasushiberlin,Arata Sushi Berlin,Berlin,71,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Arata Sushi Berlin war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 71/100 (4 Punkte über dem Ø Berlin Fast Food & Imbiss).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Arata Sushi Berlin war dabei.

Euer Instagram Score liegt bei 71/100. Das ist über dem Ø Berlin Fast Food & Imbiss (66.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/aratasushiberlin.png
@cafe_im_liebieghaus,Café im Liebieghaus,Frankfurt am Main,71,4.4,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und Café im Liebieghaus war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 71/100 (12 Punkte über dem Ø Frankfurt am Main Café & Kaffee).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Café im Liebieghaus war dabei.

Euer Instagram Score liegt bei 71/100. Das ist über dem Ø Frankfurt am Main Café & Kaffee (58.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/cafe_im_liebieghaus.png
@quechoa.restaurant,Quê Choa Restaurant,Berlin,34,4.9,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Quê Choa Restaurant war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 34/100 (17 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (0% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Quê Choa Restaurant war dabei.

Euer Instagram Score liegt bei 34/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/quechoa.restaurant.png
@bar.tausend.berlin,BAR TAUSEND,Berlin,85,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und BAR TAUSEND war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 85/100 (26 Punkte über dem Ø Berlin Bar & Lounge).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und BAR TAUSEND war dabei.

Euer Instagram Score liegt bei 85/100. Das ist über dem Ø Berlin Bar & Lounge (58.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/bar.tausend.berlin.png
@beast_berlin_official,𝘽𝙀𝘼𝙎𝙏 𝘽𝙀𝙍𝙇𝙄𝙉,Berlin,78,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und 𝘽𝙀𝘼𝙎𝙏 𝘽𝙀𝙍𝙇𝙄𝙉 war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 78/100 (27 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und 𝘽𝙀𝘼𝙎𝙏 𝘽𝙀𝙍𝙇𝙄𝙉 war dabei.

Euer Instagram Score liegt bei 78/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/beast_berlin_official.png
@mustafa_demirs_gemuese_kebap,Mustafa Demir‘s Gemüse Kebap,Berlin,26,4.2,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Mustafa Demir‘s Gemüse Kebap war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 26/100 (25 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Bio-Link fehlt.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Mustafa Demir‘s Gemüse Kebap war dabei.

Euer Instagram Score liegt bei 26/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/mustafa_demirs_gemuese_kebap.png
@sushicafe_sakura,Sushi Bistro SAKURA,Frankfurt am Main,63,4.6,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und Sushi Bistro SAKURA war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 63/100 (4 Punkte über dem Ø Frankfurt am Main Café & Kaffee).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.1x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Sushi Bistro SAKURA war dabei.

Euer Instagram Score liegt bei 63/100. Das ist über dem Ø Frankfurt am Main Café & Kaffee (58.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/sushicafe_sakura.png
@millelirefrankfurt,Pizzeria Mille Lire,Frankfurt am Main,56,4.6,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und Pizzeria Mille Lire war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 56/100 (2 Punkte über dem Ø Frankfurt am Main Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (0% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Pizzeria Mille Lire war dabei.

Euer Instagram Score liegt bei 56/100. Das ist über dem Ø Frankfurt am Main Restaurant (53.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/millelirefrankfurt.png
@thecatch.berlin,Modern Japanese Izakaya,Berlin,41,4.6,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Modern Japanese Izakaya war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 41/100 (10 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (0% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Modern Japanese Izakaya war dabei.

Euer Instagram Score liegt bei 41/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/thecatch.berlin.png
@songlam37.restaurant,Song Lam 37 - Vietnamese,Berlin,34,4.8,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Song Lam 37 - Vietnamese war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 34/100 (17 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (0% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Song Lam 37 - Vietnamese war dabei.

Euer Instagram Score liegt bei 34/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/songlam37.restaurant.png
@maingold_bar,Maingold | Drinks | Foods,Frankfurt am Main,70,4.4,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und Maingold | Drinks | Foods war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 70/100 (16 Punkte über dem Ø Frankfurt am Main Restaurant).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Maingold | Drinks | Foods war dabei.

Euer Instagram Score liegt bei 70/100. Das ist über dem Ø Frankfurt am Main Restaurant (53.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/maingold_bar.png
